curve_number,eqp_type,source,model,ref_cap,ref_cap_unit,full_eff,full_eff_unit,compressor_type,condenser_type,compressor_speed,sim_engine,min_plr,min_unloading,max_plr,out_var,type,ref_evap_fluid_flow,ref_cond_fluid_flow,ref_lwt,ref_ect,ref_lct,units,x_min,y_min,x_max,y_max,out_min,out_max,coeff1,coeff2,coeff3,coeff4,coeff5,coeff6,coeff7,coeff8,coeff9,coeff10
173,chiller,1,ect_lwt,207.1,ton,3.089,cop,screw,air,constant,energyplus,0.2,0.2,1.0,eir-f-t,bi_quad,0.031268763000000005,,6.666666667,35.0,,si,4.4,-1.1,10.0,46.1,0.565700996,1.4171622130000001,0.5961076944658841,-0.005265739986258001,0.000283589716579,0.002077066215786,0.000385257151496,-0.000443714851278,0.0,0.0,0.0,0.0
173,chiller,1,ect_lwt,207.1,ton,3.089,cop,screw,air,constant,energyplus,0.2,0.2,1.0,cap-f-t,bi_quad,0.031268763000000005,,6.666666667,35.0,,si,4.4,-1.1,10.0,46.1,0.79092226,1.44760985,1.085123364944868,0.034176021044058,0.000388522526534,-0.003235314046673,-0.00013088055298,-0.00019778226549000002,0.0,0.0,0.0,0.0
173,chiller,1,ect_lwt,207.1,ton,3.089,cop,screw,air,constant,energyplus,0.2,0.2,1.0,eir-f-plr,quad,0.031268763000000005,,6.666666667,35.0,,si,0.20006816632583502,,1.0,,0.208502024,1.0,0.086501673667551,0.7139875629062611,0.18738349253887202,0.19188139,0.0,0.0,0.0,0.0,0.0,0.0
174,chiller,1,ect_lwt,167.9,ton,2.926,cop,screw,air,constant,energyplus,0.2,0.2,1.0,eir-f-t,bi_quad,0.02534901,,6.666666667,35.0,,si,4.4,-1.1,10.0,46.1,0.5481119520000001,1.44060153,0.519656719538364,0.008561732272662001,-0.000246165916794,0.00179311240737,0.00043296864187,-0.0006214246289490001,0.0,0.0,0.0,0.0
174,chiller,1,ect_lwt,167.9,ton,2.926,cop,screw,air,constant,energyplus,0.2,0.2,1.0,cap-f-t,bi_quad,0.02534901,,6.666666667,35.0,,si,4.4,-1.1,10.0,46.1,0.7873734370000001,1.452054795,1.144624050277944,0.022005382290231003,0.000785407633426,-0.003343975535512,-0.00015439242857600001,-3.6359550915073674e-05,0.0,0.0,0.0,0.0
174,chiller,1,ect_lwt,167.9,ton,2.926,cop,screw,air,constant,energyplus,0.2,0.2,1.0,eir-f-plr,quad,0.02534901,,6.666666667,35.0,,si,0.19987187700192102,,1.0,,0.201350558,1.164077067,0.088869178502014,0.724866168211398,0.17924400761512901,-0.08804627,0.0,0.0,0.0,0.0,0.0,0.0
175,chiller,1,ect_lwt,172.3,ton,3.159,cop,screw,air,constant,energyplus,0.2,0.2,1.0,eir-f-t,bi_quad,0.026007041,,6.666666667,35.0,,si,4.4,-1.1,10.0,46.1,0.5045565860000001,1.437727167,0.553948763632207,-0.006137145194881,0.00024605377630100003,0.004427631979920001,0.00036527888304900005,-0.00046366063769000005,0.0,0.0,0.0,0.0
175,chiller,1,ect_lwt,172.3,ton,3.159,cop,screw,air,constant,energyplus,0.2,0.2,1.0,cap-f-t,bi_quad,0.026007041,,6.666666667,35.0,,si,4.4,-1.1,10.0,46.1,0.788740569,1.510737086,1.110718693455674,0.036030067696419005,0.0005151268272950001,-0.005437875902702001,-8.890741532660184e-05,-0.00029670698935800003,0.0,0.0,0.0,0.0
175,chiller,1,ect_lwt,172.3,ton,3.159,cop,screw,air,constant,energyplus,0.2,0.2,1.0,eir-f-plr,quad,0.026007041,,6.666666667,35.0,,si,0.199999999999999,,1.0,,0.22317624300000002,1.015731874,0.11142730366500901,0.65361192483866,0.234905072822391,-0.16931843400000002,0.0,0.0,0.0,0.0,0.0,0.0
176,chiller,1,ect_lwt,140.0,ton,2.873,cop,screw,air,constant,energyplus,0.2,0.2,1.0,eir-f-t,bi_quad,0.021140263000000003,,6.666666667,35.0,,si,4.4,-1.1,10.0,46.1,0.48962936700000004,1.451677938,0.54086699898683,-0.00491007622363,0.00022804387446400003,0.0033910418749740004,0.000395538483264,-0.000440640645182,0.0,0.0,0.0,0.0
176,chiller,1,ect_lwt,140.0,ton,2.873,cop,screw,air,constant,energyplus,0.2,0.2,1.0,cap-f-t,bi_quad,0.021140263000000003,,6.666666667,35.0,,si,4.4,-1.1,10.0,46.1,0.779285714,1.5478571429999999,1.119416400559792,0.039039219684461,0.000324549286116,-0.004974801809364,-0.00010639091026100001,-0.000361040832696,0.0,0.0,0.0,0.0
176,chiller,1,ect_lwt,140.0,ton,2.873,cop,screw,air,constant,energyplus,0.2,0.2,1.0,eir-f-plr,quad,0.021140263000000003,,6.666666667,35.0,,si,0.19986216402481002,,1.0,,0.217958861,1.247882987,0.085228471923893,0.7495227366662801,0.168175682747708,-0.23196607800000002,0.0,0.0,0.0,0.0,0.0,0.0
177,chiller,1,ect_lwt,89.69,ton,2.9699999999999998,cop,scroll,air,constant,energyplus,0.30000000000000004,0.30000000000000004,1.0,eir-f-t,bi_quad,0.013536002,,6.666666667,35.0,,si,4.444444444,-1.111111111,10.0,51.66666667,0.46659446600000004,1.6421237130000002,0.5845953970000001,-0.013781006,0.000604281,-0.000436523,0.000514771,-0.000528267,0.0,0.0,0.0,0.0
177,chiller,1,ect_lwt,89.69,ton,2.9699999999999998,cop,scroll,air,constant,energyplus,0.30000000000000004,0.30000000000000004,1.0,cap-f-t,bi_quad,0.013536002,,6.666666667,35.0,,si,4.444444444,-1.111111111,10.0,51.66666667,0.7540416990000001,1.436057531,1.01293982,0.044410671000000006,-0.00024186200000000002,-0.00070317,-0.000157336,-0.000272726,0.0,0.0,0.0,0.0
177,chiller,1,ect_lwt,89.69,ton,2.9699999999999998,cop,scroll,air,constant,energyplus,0.30000000000000004,0.30000000000000004,1.0,eir-f-plr,cubic,0.013536002,,6.666666667,35.0,,si,0.30000000000000004,,1.0,,0.258427762,1.181141091,0.146085465,-0.24189170100000001,2.875358525,-1.791769016,0.0,0.0,0.0,0.0,0.0,0.0
178,chiller,1,ect_lwt,143.5,ton,3.112,cop,screw,air,constant,energyplus,0.2,0.2,1.0,eir-f-t,bi_quad,0.021662650000000002,,6.666666667,35.0,,si,4.4,-1.1,10.0,46.1,0.5319880490000001,1.4407014660000002,0.580675063785507,-0.0037252044442650004,0.00017494727291400002,0.0023816909522680002,0.000398904641826,-0.000508535573157,0.0,0.0,0.0,0.0
178,chiller,1,ect_lwt,143.5,ton,3.112,cop,screw,air,constant,energyplus,0.2,0.2,1.0,cap-f-t,bi_quad,0.021662650000000002,,6.666666667,35.0,,si,4.4,-1.1,10.0,46.1,0.783972125,1.485714286,1.077451395226604,0.036234713656753,0.00038221448803,-0.002763904733163,-0.000137612372662,-0.00026835140446700005,0.0,0.0,0.0,0.0
178,chiller,1,ect_lwt,143.5,ton,3.112,cop,screw,air,constant,energyplus,0.2,0.2,1.0,eir-f-plr,quad,0.021662650000000002,,6.666666667,35.0,,si,0.199999999999999,,1.0,,0.217614091,1.003120125,0.08360606902933901,0.793455066938583,0.12061581117868701,-0.346038463,0.0,0.0,0.0,0.0,0.0,0.0
179,chiller,1,ect_lwt,335.8,ton,3.095,cop,screw,air,variable,energyplus,0.2,0.2,1.0,eir-f-t,bi_quad,0.050675307,,6.666666667,35.0,,si,4.4,-1.1,10.0,51.7,0.522832023,1.7273802850000002,0.554482163785672,-0.001100682681579,0.00011854289286000001,0.0037432929130390004,0.00040496666320700004,-0.000609033625599,0.0,0.0,0.0,0.0
179,chiller,1,ect_lwt,335.8,ton,3.095,cop,screw,air,variable,energyplus,0.2,0.2,1.0,cap-f-t,bi_quad,0.050675307,,6.666666667,35.0,,si,4.4,-1.1,10.0,51.7,0.691780822,1.545265039,1.083270043417367,0.041186756952566,0.00034409752359000005,-0.004759013025054,-8.339333196598544e-05,-0.00050460199893,0.0,0.0,0.0,0.0
179,chiller,1,ect_lwt,335.8,ton,3.095,cop,screw,air,variable,energyplus,0.2,0.2,1.0,eir-f-plr,quad,0.050675307,,6.666666667,35.0,,si,0.20007665772326502,,1.0,,0.137046632,1.0,0.060526433544485,0.598372225466491,0.326083518470272,0.8425259110000001,0.0,0.0,0.0,0.0,0.0,0.0
180,chiller,1,ect_lwt,107.8,ton,3.115,cop,screw,air,variable,energyplus,0.2,0.2,1.0,eir-f-t,bi_quad,0.016275378,,6.666666667,35.0,,si,4.4,-1.1,10.0,51.7,0.543281293,1.764062783,0.6052172418739721,-0.006990591235271001,0.000349840993386,0.0007378531879180001,0.000461765944613,-0.000545765882208,0.0,0.0,0.0,0.0
180,chiller,1,ect_lwt,107.8,ton,3.115,cop,screw,air,variable,energyplus,0.2,0.2,1.0,cap-f-t,bi_quad,0.016275378,,6.666666667,35.0,,si,4.4,-1.1,10.0,51.7,0.678664193,1.414656772,1.013506145177166,0.037601312867586,0.00038248064482200003,-0.000365644087508,-0.000163319350524,-0.00027161534408600004,0.0,0.0,0.0,0.0
180,chiller,1,ect_lwt,107.8,ton,3.115,cop,screw,air,variable,energyplus,0.2,0.2,1.0,eir-f-plr,quad,0.016275378,,6.666666667,35.0,,si,0.19945355191256803,,1.0,,0.17184643500000002,1.0,0.042687111839839004,0.853383498810077,0.10031384677862301,-0.08976415800000001,0.0,0.0,0.0,0.0,0.0,0.0
181,chiller,1,ect_lwt,158.8,ton,3.161,cop,screw,air,variable,energyplus,0.2,0.2,1.0,eir-f-t,bi_quad,0.02396418,,6.666666667,35.0,,si,4.4,-1.1,10.0,51.7,0.49944363900000005,1.746184127,0.567254647880449,-0.005768586781868,0.000246908202527,0.003152173178256,0.00041921904724900004,-0.000519908787252,0.0,0.0,0.0,0.0
181,chiller,1,ect_lwt,158.8,ton,3.161,cop,screw,air,variable,energyplus,0.2,0.2,1.0,cap-f-t,bi_quad,0.02396418,,6.666666667,35.0,,si,4.4,-1.1,10.0,51.7,0.685138539,1.5081863979999999,1.0845185144933591,0.037716845268850004,0.000447061198191,-0.005162614477985001,-8.982314395992071e-05,-0.000305047150831,0.0,0.0,0.0,0.0
181,chiller,1,ect_lwt,158.8,ton,3.161,cop,screw,air,variable,energyplus,0.2,0.2,1.0,eir-f-plr,quad,0.02396418,,6.666666667,35.0,,si,0.19983065198983901,,1.0,,0.146545226,1.0,0.047341622443215006,0.682688443421666,0.262046417690715,0.21525058500000002,0.0,0.0,0.0,0.0,0.0,0.0
182,chiller,1,ect_lwt,207.3,ton,3.045,cop,screw,air,variable,energyplus,0.2,0.2,1.0,eir-f-t,bi_quad,0.031292737,,6.666666667,35.0,,si,4.4,-1.1,10.0,51.7,0.5213580010000001,1.700904046,0.5731533389490181,-0.0045138410975770005,0.00019959305725400001,0.0035302608560550002,0.000393602638642,-0.0005298390729730001,0.0,0.0,0.0,0.0
182,chiller,1,ect_lwt,207.3,ton,3.045,cop,screw,air,variable,energyplus,0.2,0.2,1.0,cap-f-t,bi_quad,0.031292737,,6.666666667,35.0,,si,4.4,-1.1,10.0,51.7,0.6888567290000001,1.523878437,1.089062243611326,0.037986510714349005,0.00041836532349200003,-0.006210828295916001,-6.930997061376393e-05,-0.000301714996907,0.0,0.0,0.0,0.0
182,chiller,1,ect_lwt,207.3,ton,3.045,cop,screw,air,variable,energyplus,0.2,0.2,1.0,eir-f-plr,quad,0.031292737,,6.666666667,35.0,,si,0.19987146529562902,,1.0,,0.147341888,1.0,0.05989075328993201,0.553433563185044,0.37828641051892004,0.22644323400000002,0.0,0.0,0.0,0.0,0.0,0.0
183,chiller,1,ect_lwt,271.5,ton,3.149,cop,screw,air,variable,energyplus,0.2,0.2,1.0,eir-f-t,bi_quad,0.041145533000000005,,6.666666667,35.0,,si,4.4,-1.1,10.0,51.7,0.513713894,1.728977783,0.5611356847908321,-0.0025540807652380004,0.000108708475808,0.003240806575435,0.00041336137322000005,-0.000558787731603,0.0,0.0,0.0,0.0
183,chiller,1,ect_lwt,271.5,ton,3.149,cop,screw,air,variable,energyplus,0.2,0.2,1.0,cap-f-t,bi_quad,0.041145533000000005,,6.666666667,35.0,,si,4.4,-1.1,10.0,51.7,0.692449355,1.509392265,1.071877679836507,0.040098251068354004,0.00036828946267200005,-0.004283329434485001,-9.274245454650752e-05,-0.00042276518839900004,0.0,0.0,0.0,0.0
183,chiller,1,ect_lwt,271.5,ton,3.149,cop,screw,air,variable,energyplus,0.2,0.2,1.0,eir-f-plr,quad,0.041145533000000005,,6.666666667,35.0,,si,0.200860357379219,,1.0,,0.139520523,1.0,0.046817597468987004,0.7045769328399141,0.24008908658444103,0.401627761,0.0,0.0,0.0,0.0,0.0,0.0
184,chiller,1,ect_lwt,212.52,ton,2.847,cop,scroll,air,constant,energyplus,0.2,0.2,1.0,eir-f-t,bi_quad,0.031434059,,6.666666667,35.0,,si,4.4,-1.1,10.0,51.7,0.356587464,1.7289201680000001,0.46519652958468205,-0.015799526034266,0.0006970535724190001,0.010253185123691002,0.00033814864620600003,-0.0005883684424070001,0.0,0.0,0.0,0.0
184,chiller,1,ect_lwt,212.52,ton,2.847,cop,scroll,air,constant,energyplus,0.2,0.2,1.0,cap-f-t,bi_quad,0.031434059,,6.666666667,35.0,,si,4.4,-1.1,10.0,51.7,0.7276491620000001,1.488754,1.102009911152426,0.029968394393981003,0.0012584935886500001,-0.004693197475445001,-6.988328889825393e-05,-0.000449404685223,0.0,0.0,0.0,0.0
184,chiller,1,ect_lwt,212.52,ton,2.847,cop,scroll,air,constant,energyplus,0.2,0.2,1.0,eir-f-plr,quad,0.031434059,,6.666666667,35.0,,si,0.209843158464034,,1.0,,0.167967947,1.0,0.052296707375917004,0.6417469944559481,0.301128094585126,0.312232921,0.0,0.0,0.0,0.0,0.0,0.0
185,chiller,1,ect_lwt,134.1,ton,3.042,cop,scroll,air,constant,energyplus,0.2,0.2,1.0,eir-f-t,bi_quad,0.019836189,,6.666666667,35.0,,si,4.4,-1.1,10.0,51.7,0.401067924,1.7322316899999999,0.45624527451064206,-0.009095327296664001,0.00032284214375900003,0.009618016292894,0.000350722537662,-0.0006395767684840001,0.0,0.0,0.0,0.0
185,chiller,1,ect_lwt,134.1,ton,3.042,cop,scroll,air,constant,energyplus,0.2,0.2,1.0,cap-f-t,bi_quad,0.019836189,,6.666666667,35.0,,si,4.4,-1.1,10.0,51.7,0.7252796420000001,1.468903803,1.05293215307263,0.031749399969908006,0.00132084855171,-0.0017638016445130002,-0.00010654875086100001,-0.0005164995868300001,0.0,0.0,0.0,0.0
185,chiller,1,ect_lwt,134.1,ton,3.042,cop,scroll,air,constant,energyplus,0.2,0.2,1.0,eir-f-plr,quad,0.019836189,,6.666666667,35.0,,si,0.209803921568627,,1.0,,0.18927898,1.0,0.024417074819340003,0.815574849334848,0.160371639389277,-0.17549931600000002,0.0,0.0,0.0,0.0,0.0,0.0
186,chiller,1,ect_lwt,172.53,ton,2.959,cop,scroll,air,constant,energyplus,0.2,0.2,1.0,eir-f-t,bi_quad,0.025525662,,6.666666667,35.0,,si,4.4,2.2,10.0,51.7,0.43211958500000003,1.719098907,0.48633598229488306,-0.008268221158863,0.00032526361368300004,0.007863533069199001,0.00036489987231200005,-0.0006148834106610001,0.0,0.0,0.0,0.0
186,chiller,1,ect_lwt,172.53,ton,2.959,cop,scroll,air,constant,energyplus,0.2,0.2,1.0,cap-f-t,bi_quad,0.025525662,,6.666666667,35.0,,si,4.4,2.2,10.0,51.7,0.7276995310000001,1.463977279,1.098479221416232,0.035707099311794,0.000702322454253,-0.005720119797355001,-6.0592648895475105e-05,-0.00038019355615300003,0.0,0.0,0.0,0.0
186,chiller,1,ect_lwt,172.53,ton,2.959,cop,scroll,air,constant,energyplus,0.2,0.2,1.0,eir-f-plr,quad,0.025525662,,6.666666667,35.0,,si,0.20982142857142802,,1.0,,0.170834646,1.0,0.06279213197630301,0.58542040092333,0.347058619872712,0.300937714,0.0,0.0,0.0,0.0,0.0,0.0
187,chiller,1,ect_lwt,183.9,ton,2.879,cop,scroll,air,constant,energyplus,0.2,0.2,1.0,eir-f-t,bi_quad,0.0272026,,6.666666667,35.0,,si,4.4,1.7000000000000002,10.0,51.7,0.40449677300000003,1.72217613,0.46461026789656906,-0.009249888176235,0.00034385735485600004,0.008914245530885,0.000353944486851,-0.0005934520527960001,0.0,0.0,0.0,0.0
187,chiller,1,ect_lwt,183.9,ton,2.879,cop,scroll,air,constant,energyplus,0.2,0.2,1.0,cap-f-t,bi_quad,0.0272026,,6.666666667,35.0,,si,4.4,1.7000000000000002,10.0,51.7,0.727460576,1.4742795,1.115479721501198,0.033657431300708,0.0007980762229220001,-0.006230951741903,-5.5283005260082455e-05,-0.000372807361531,0.0,0.0,0.0,0.0
187,chiller,1,ect_lwt,183.9,ton,2.879,cop,scroll,air,constant,energyplus,0.2,0.2,1.0,eir-f-plr,quad,0.0272026,,6.666666667,35.0,,si,0.209768315591734,,1.0,,0.167752921,1.0,0.059245108544062,0.5996130430428851,0.335929829126737,0.33525496200000005,0.0,0.0,0.0,0.0,0.0,0.0
188,chiller,1,ect_lwt,19.61,ton,3.02,cop,scroll,air,constant,energyplus,0.30000000000000004,0.30000000000000004,1.0,eir-f-t,bi_quad,0.002958299,,6.666666667,35.0,,si,4.4,-1.1,10.0,51.7,0.49061796300000005,1.768007533,0.572546932705924,-0.005019669380337001,7.641462265328691e-05,-0.0021217560994470004,0.0005646172761750001,-0.000566655403889,0.0,0.0,0.0,0.0
188,chiller,1,ect_lwt,19.61,ton,3.02,cop,scroll,air,constant,energyplus,0.30000000000000004,0.30000000000000004,1.0,cap-f-t,bi_quad,0.002958299,,6.666666667,35.0,,si,4.4,-1.1,10.0,51.7,0.746557879,1.402855686,1.042412570602534,0.033732885977738006,0.000217252005926,-0.000430519654121,-0.000166773318395,-0.00018281063785400003,0.0,0.0,0.0,0.0
188,chiller,1,ect_lwt,19.61,ton,3.02,cop,scroll,air,constant,energyplus,0.30000000000000004,0.30000000000000004,1.0,eir-f-plr,quad,0.002958299,,6.666666667,35.0,,si,0.29818181818181805,,1.0,,0.25299244600000004,1.0,0.055670876228057005,0.666019736887414,0.283783185786603,-0.458579224,0.0,0.0,0.0,0.0,0.0,0.0
189,chiller,1,ect_lwt,68.39,ton,3.041,cop,scroll,air,constant,energyplus,0.30000000000000004,0.30000000000000004,1.0,eir-f-t,bi_quad,0.01033102,,6.666666667,35.0,,si,4.4,-1.1,10.0,51.7,0.48006621600000005,1.676253332,0.687355021975663,-0.004132612134951,0.00016422891843,-0.011533742905125,0.0007244041946320001,-0.0007210521870960001,0.0,0.0,0.0,0.0
189,chiller,1,ect_lwt,68.39,ton,3.041,cop,scroll,air,constant,energyplus,0.30000000000000004,0.30000000000000004,1.0,cap-f-t,bi_quad,0.01033102,,6.666666667,35.0,,si,4.4,-1.1,10.0,51.7,0.7490861240000001,1.414826729,1.000339349324885,0.025913248751026,0.0005998582044990001,0.005280889363288001,-0.000277276324394,-4.3276526537727566e-05,0.0,0.0,0.0,0.0
189,chiller,1,ect_lwt,68.39,ton,3.041,cop,scroll,air,constant,energyplus,0.30000000000000004,0.30000000000000004,1.0,eir-f-plr,quad,0.01033102,,6.666666667,35.0,,si,0.299586776859504,,1.0,,0.16639698,1.026900803,-0.23473751856277403,1.726454250711066,-0.48565570257204305,-1.62787868,0.0,0.0,0.0,0.0,0.0,0.0
190,chiller,1,ect_lwt,44.76,ton,3.095,cop,scroll,air,constant,energyplus,0.30000000000000004,0.30000000000000004,1.0,eir-f-t,bi_quad,0.006754436000000001,,6.666666667,35.0,,si,4.4,-1.1,10.0,51.7,0.5449137740000001,1.7780201230000001,0.676068907459757,-0.005416694147264,0.00025246847244800004,-0.005296283866924,0.0005747371369950001,-0.0006902766690870001,0.0,0.0,0.0,0.0
190,chiller,1,ect_lwt,44.76,ton,3.095,cop,scroll,air,constant,energyplus,0.30000000000000004,0.30000000000000004,1.0,cap-f-t,bi_quad,0.006754436000000001,,6.666666667,35.0,,si,4.4,-1.1,10.0,51.7,0.72207328,1.361483467,0.9944446449522931,0.027378621093519004,0.00048009307581400006,0.0027239945011350002,-0.00020294260987200002,-9.868739042375375e-05,0.0,0.0,0.0,0.0
190,chiller,1,ect_lwt,44.76,ton,3.095,cop,scroll,air,constant,energyplus,0.30000000000000004,0.30000000000000004,1.0,eir-f-plr,quad,0.006754436000000001,,6.666666667,35.0,,si,0.29875518672199103,,1.0,,0.21720381300000002,1.0,-0.062866546640522,1.114273228935582,-0.039390289951896,-1.592424348,0.0,0.0,0.0,0.0,0.0,0.0
191,chiller,1,ect_lwt,90.42,ton,3.106,cop,scroll,air,constant,energyplus,0.30000000000000004,0.30000000000000004,1.0,eir-f-t,bi_quad,0.013659027,,6.666666667,35.0,,si,4.444444444,-1.111111111,10.0,51.66666667,0.472306504,1.695115365,0.5548410450000001,-0.006185139,0.00018377200000000002,-0.00017092300000000002,0.000512531,-0.000561931,0.0,0.0,0.0,0.0
191,chiller,1,ect_lwt,90.42,ton,3.106,cop,scroll,air,constant,energyplus,0.30000000000000004,0.30000000000000004,1.0,cap-f-t,bi_quad,0.013659027,,6.666666667,35.0,,si,4.444444444,-1.111111111,10.0,51.66666667,0.7647644330000001,1.426675514,1.042075739,0.037620791,5.5100000000000004e-05,-0.001692303,-0.000138539,-0.000208149,0.0,0.0,0.0,0.0
191,chiller,1,ect_lwt,90.42,ton,3.106,cop,scroll,air,constant,energyplus,0.30000000000000004,0.30000000000000004,1.0,eir-f-plr,cubic,0.013659027,,6.666666667,35.0,,si,0.30000000000000004,,1.0,,0.25881502900000003,1.19,0.145279876,-0.23950663500000002,2.896194081,-1.814345219,0.0,0.0,0.0,0.0,0.0,0.0
192,chiller,1,ect_lwt,83.8,ton,3.055,cop,scroll,air,constant,energyplus,0.30000000000000004,0.30000000000000004,1.0,eir-f-t,bi_quad,0.012660310000000001,,6.666666667,35.0,,si,4.444444444,-1.111111111,10.0,51.66666667,0.465412549,1.717520558,0.559393287,-0.0073732220000000005,0.000153341,0.00023468,0.000513533,-0.00057271,0.0,0.0,0.0,0.0
192,chiller,1,ect_lwt,83.8,ton,3.055,cop,scroll,air,constant,energyplus,0.30000000000000004,0.30000000000000004,1.0,cap-f-t,bi_quad,0.012660310000000001,,6.666666667,35.0,,si,4.444444444,-1.111111111,10.0,51.66666667,0.7490453460000001,1.430787589,1.040113652,0.038290572,0.00010450700000000001,-0.001574932,-0.000144067,-0.000238007,0.0,0.0,0.0,0.0
192,chiller,1,ect_lwt,83.8,ton,3.055,cop,scroll,air,constant,energyplus,0.30000000000000004,0.30000000000000004,1.0,eir-f-plr,cubic,0.012660310000000001,,6.666666667,35.0,,si,0.30000000000000004,,1.0,,0.261664075,1.146433419,-0.111034477,1.017510605,1.333401413,-1.255748997,0.0,0.0,0.0,0.0,0.0,0.0
193,chiller,1,ect_lwt,84.19,ton,3.129,cop,scroll,air,constant,energyplus,0.30000000000000004,0.30000000000000004,1.0,eir-f-t,bi_quad,0.012717722,,6.666666667,35.0,,si,4.444444444,-1.111111111,10.0,51.66666667,0.46918492100000003,1.707680034,0.558397746,-0.007222823000000001,0.000167896,0.00037236500000000004,0.000507686,-0.0005721400000000001,0.0,0.0,0.0,0.0
193,chiller,1,ect_lwt,84.19,ton,3.129,cop,scroll,air,constant,energyplus,0.30000000000000004,0.30000000000000004,1.0,cap-f-t,bi_quad,0.012717722,,6.666666667,35.0,,si,4.444444444,-1.111111111,10.0,51.66666667,0.7566219270000001,1.4265352180000002,1.038861965,0.038113387000000006,9.820000000000002e-05,-0.00182818,-0.000136204,-0.00022716000000000001,0.0,0.0,0.0,0.0
193,chiller,1,ect_lwt,84.19,ton,3.129,cop,scroll,air,constant,energyplus,0.30000000000000004,0.30000000000000004,1.0,eir-f-plr,cubic,0.012717722,,6.666666667,35.0,,si,0.30000000000000004,,1.0,,0.268474843,1.153257877,-0.131273304,1.169254866,1.098988648,-1.15263752,0.0,0.0,0.0,0.0,0.0,0.0
194,chiller,1,ect_lwt,298.7,ton,3.406,cop,screw,air,variable,energyplus,0.2,0.2,1.0,eir-f-t,bi_quad,0.045093718000000005,,6.666666667,35.0,,si,4.4,-1.1,10.0,51.7,0.402398906,1.754341632,0.45143183793901404,0.00017164617215300002,-0.00012905105481,0.009363933514461001,0.000358085911954,-0.000753547575241,0.0,0.0,0.0,0.0
194,chiller,1,ect_lwt,298.7,ton,3.406,cop,screw,air,variable,energyplus,0.2,0.2,1.0,cap-f-t,bi_quad,0.045093718000000005,,6.666666667,35.0,,si,4.4,-1.1,10.0,51.7,0.7398727820000001,1.5108804820000001,1.031183324025426,0.044411897408478,0.00032658065745100003,-0.004212087279817,-5.894764952884061e-05,-0.000539072361731,0.0,0.0,0.0,0.0
194,chiller,1,ect_lwt,298.7,ton,3.406,cop,screw,air,variable,energyplus,0.2,0.2,1.0,eir-f-plr,quad,0.045093718000000005,,6.666666667,35.0,,si,0.2,,1.0,,0.134569733,1.0,0.090059979922643,0.28698550644874404,0.617304088660075,0.536152064,0.0,0.0,0.0,0.0,0.0,0.0
195,chiller,1,ect_lwt,145.6,ton,3.425,cop,screw,air,variable,energyplus,0.2,0.2,1.0,eir-f-t,bi_quad,0.021976839,,6.666666667,35.0,,si,4.4,10.0,10.0,51.7,0.5168057580000001,1.75559442,0.48699748585821506,-0.000698643583748,0.00040001886899300004,0.005292127968541001,0.00044145231334800005,-0.000878089042599,0.0,0.0,0.0,0.0
195,chiller,1,ect_lwt,145.6,ton,3.425,cop,screw,air,variable,energyplus,0.2,0.2,1.0,cap-f-t,bi_quad,0.021976839,,6.666666667,35.0,,si,4.4,10.0,10.0,51.7,0.7342032970000001,1.3385989010000001,0.9855324852410071,0.043640810826550004,0.0005139551417360001,-0.001774335572252,-8.959377128691169e-05,-0.0005343604304770001,0.0,0.0,0.0,0.0
195,chiller,1,ect_lwt,145.6,ton,3.425,cop,screw,air,variable,energyplus,0.2,0.2,1.0,eir-f-plr,quad,0.021976839,,6.666666667,35.0,,si,0.20118782479584202,,1.0,,0.16584905700000002,1.0,0.060574565992849,0.577612913966244,0.35254365555513,0.7843765930000001,0.0,0.0,0.0,0.0,0.0,0.0
196,chiller,2,ect_lwt,34.5,ton,2.67,cop,scroll,air,,energyplus,0.1,0.1,1.15,eir-f-plr,quad,0.0015,0.0011,6.67,35.0,,si,0.15,,1.0,,,,0.0,1.0,0.0,,,,,,,
196,chiller,2,ect_lwt,34.5,ton,2.67,cop,scroll,air,,energyplus,0.1,0.1,1.15,eir-f-t,bi_quad,0.0015,0.0011,6.67,35.0,,si,5.5600000000000005,23.89,10.0,46.11,0.72,1.3426,0.7690169640000001,-0.023780081,0.0009828810000000001,0.001539695,0.00035306300000000003,-0.000595949,,,,
196,chiller,2,ect_lwt,34.5,ton,2.67,cop,scroll,air,,energyplus,0.1,0.1,1.15,cap-f-t,bi_quad,0.0015,0.0011,6.67,35.0,,si,5.5600000000000005,23.89,10.0,46.11,0.8673000000000001,1.2245,0.92974344,0.050326531,-0.00011807600000000001,-0.004555102,-1.8900000000000002e-05,-0.00033061200000000004,,,,
197,chiller,2,ect_lwt,47.1,ton,2.67,cop,scroll,air,,energyplus,0.1,0.1,1.15,eir-f-plr,quad,0.002,0.0011,6.67,35.0,,si,0.15,,1.0,,,,0.0,1.0,0.0,,,,,,,
197,chiller,2,ect_lwt,47.1,ton,2.67,cop,scroll,air,,energyplus,0.1,0.1,1.15,eir-f-t,bi_quad,0.002,0.0011,6.67,35.0,,si,5.5600000000000005,23.89,10.0,46.11,0.7193,1.3343,0.709612796,-0.019508867000000003,0.000609584,0.002669734,0.00033110800000000004,-0.000455142,,,,
