curve_number,eqp_type,source,model,ref_cap,ref_cap_unit,full_eff,full_eff_unit,compressor_type,condenser_type,compressor_speed,sim_engine,min_plr,min_unloading,max_plr,out_var,type,ref_evap_fluid_flow,ref_cond_fluid_flow,ref_lwt,ref_ect,ref_lct,units,x_min,y_min,x_max,y_max,out_min,out_max,coeff1,coeff2,coeff3,coeff4,coeff5,coeff6,coeff7,coeff8,coeff9,coeff10
89,chiller,2,ect_lwt,535.0,ton,6.77,cop,centrifugal,water,variable,energyplus,0.09,0.09,1.03,cap-f-t,bi_quad,0.07571,0.09464,6.67,23.89,,si,4.44,12.78,8.89,29.44,0.0,,0.5065246999999999,-0.004158206,-0.002681976,0.04763436,-0.00195127,0.003994399,0.0,0.0,0.0,0.0
90,chiller,2,ect_lwt,535.0,ton,6.53,cop,centrifugal,water,constant,energyplus,0.19,0.19,1.03,eir-f-t,bi_quad,0.04397,0.1041,8.89,26.67,,si,7.22,9.44,12.78,26.67,0.0,,0.4434989,0.04361264,-0.0017333370000000002,0.009915503,0.000431272,-0.001122346,0.0,0.0,0.0,0.0
90,chiller,2,ect_lwt,535.0,ton,6.53,cop,centrifugal,water,constant,energyplus,0.19,0.19,1.03,eir-f-plr,quad,0.04397,0.1041,8.89,26.67,,si,0.19,0.0,1.03,,0.0,,0.05272116,0.41763819999999996,0.531087,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,chiller,2,ect_lwt,535.0,ton,6.53,cop,centrifugal,water,constant,energyplus,0.19,0.19,1.03,cap-f-t,bi_quad,0.04397,0.1041,8.89,26.67,,si,7.22,9.44,12.78,26.67,0.0,,0.8561285999999999,0.04130164,-0.0007109340000000001,0.004306273,-0.000633661,0.000721164,0.0,0.0,0.0,0.0
91,chiller,2,ect_lwt,539.0,ton,6.42,cop,centrifugal,water,constant,energyplus,0.09,0.09,1.09,eir-f-t,bi_quad,0.07571,0.09085000000000001,6.67,23.89,,si,4.44,12.78,8.89,35.0,0.0,,0.3915073,-0.04399727,-3.87e-06,0.04623771,-0.0007092320000000001,0.001372133,0.0,0.0,0.0,0.0
91,chiller,2,ect_lwt,539.0,ton,6.42,cop,centrifugal,water,constant,energyplus,0.09,0.09,1.09,eir-f-plr,quad,0.07571,0.09085000000000001,6.67,23.89,,si,0.09,0.0,1.09,,0.0,,0.2592598,0.14254619999999998,0.5966041,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,chiller,2,ect_lwt,539.0,ton,6.42,cop,centrifugal,water,constant,energyplus,0.09,0.09,1.09,cap-f-t,bi_quad,0.07571,0.09085000000000001,6.67,23.89,,si,4.44,12.78,8.89,35.0,0.0,,0.8573195,-0.1131937,0.003444205,0.04865045,-0.0021038050000000003,0.004986639,0.0,0.0,0.0,0.0
92,chiller,2,ect_lwt,550.0,ton,7.55,cop,centrifugal,water,constant,energyplus,0.1,0.1,1.06,eir-f-t,bi_quad,0.05552000000000001,0.08675000000000001,5.5600000000000005,13.89,,si,5.5600000000000005,12.78,8.89,29.44,0.0,,1.173674,-0.1301647,0.005588446,0.008605153,7.230000000000001e-05,0.001314581,0.0,0.0,0.0,0.0
92,chiller,2,ect_lwt,550.0,ton,7.55,cop,centrifugal,water,constant,energyplus,0.1,0.1,1.06,eir-f-plr,quad,0.05552000000000001,0.08675000000000001,5.5600000000000005,13.89,,si,0.1,0.0,1.06,,0.0,,0.1706237,0.6063362,0.2170672,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,chiller,2,ect_lwt,550.0,ton,7.55,cop,centrifugal,water,constant,energyplus,0.1,0.1,1.06,cap-f-t,bi_quad,0.05552000000000001,0.08675000000000001,5.5600000000000005,13.89,,si,5.5600000000000005,12.78,8.89,29.44,0.0,,0.04420318,0.1103599,-0.002597752,0.07043754,-0.0021383160000000003,-0.000469692,0.0,0.0,0.0,0.0
93,chiller,2,ect_lwt,550.0,ton,6.01,cop,centrifugal,water,constant,energyplus,0.1,0.1,1.08,eir-f-t,bi_quad,0.05552000000000001,0.07981,5.5600000000000005,22.78,,si,5.5600000000000005,12.78,8.89,29.44,0.0,,0.2885371,-0.005877829,-0.0018077630000000002,0.05193076,-0.000793637,0.00110859,0.0,0.0,0.0,0.0
93,chiller,2,ect_lwt,550.0,ton,6.01,cop,centrifugal,water,constant,energyplus,0.1,0.1,1.08,eir-f-plr,quad,0.05552000000000001,0.07981,5.5600000000000005,22.78,,si,0.1,0.0,1.08,,0.0,,0.3849256,-0.2369152,0.8496351,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,chiller,2,ect_lwt,550.0,ton,6.01,cop,centrifugal,water,constant,energyplus,0.1,0.1,1.08,cap-f-t,bi_quad,0.05552000000000001,0.07981,5.5600000000000005,22.78,,si,5.5600000000000005,12.78,8.89,29.44,0.0,,0.2893111,-0.03834949,0.001757934,0.08665805,-0.002597243,0.002413315,0.0,0.0,0.0,0.0
94,chiller,2,ect_lwt,561.0,ton,6.28,cop,centrifugal,water,constant,energyplus,0.09,0.09,1.06,eir-f-t,bi_quad,0.04145,0.09337000000000001,8.89,26.67,,si,7.22,12.78,12.78,26.67,0.0,,1.097378,-0.03018324,-0.0027922,-0.01252428,0.000209523,0.002409252,0.0,0.0,0.0,0.0
94,chiller,2,ect_lwt,561.0,ton,6.28,cop,centrifugal,water,constant,energyplus,0.09,0.09,1.06,eir-f-plr,quad,0.04145,0.09337000000000001,8.89,26.67,,si,0.09,0.0,1.06,,0.0,,0.1282891,0.2722981,0.6012232,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,chiller,2,ect_lwt,561.0,ton,6.28,cop,centrifugal,water,constant,energyplus,0.09,0.09,1.06,cap-f-t,bi_quad,0.04145,0.09337000000000001,8.89,26.67,,si,7.22,12.78,12.78,26.67,0.0,,1.110884,0.07376077,-0.005957719,-0.02861037,-0.00021291,0.0025470280000000002,0.0,0.0,0.0,0.0
95,chiller,2,ect_lwt,568.0,ton,7.24,cop,centrifugal,water,constant,energyplus,0.18,0.18,1.06,eir-f-t,bi_quad,0.04397,0.1041,8.89,26.67,,si,7.22,12.78,12.78,26.67,0.0,,0.11881939999999999,0.08769791,-0.0016920860000000002,0.002209962,0.0013279580000000002,-0.003249833,0.0,0.0,0.0,0.0
95,chiller,2,ect_lwt,568.0,ton,7.24,cop,centrifugal,water,constant,energyplus,0.18,0.18,1.06,eir-f-plr,quad,0.04397,0.1041,8.89,26.67,,si,0.18,0.0,1.06,,0.0,,0.09359332000000001,0.5873752,0.320899,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,chiller,2,ect_lwt,568.0,ton,7.24,cop,centrifugal,water,constant,energyplus,0.18,0.18,1.06,cap-f-t,bi_quad,0.04397,0.1041,8.89,26.67,,si,7.22,12.78,12.78,26.67,0.0,,0.9058271999999999,0.1309175,-0.00344662,-0.03166792,0.00023252,-0.000489226,0.0,0.0,0.0,0.0
96,chiller,2,ect_lwt,581.0,ton,8.44,cop,centrifugal,water,constant,energyplus,0.08,0.08,1.02,eir-f-t,bi_quad,0.04757,0.06814,6.11,12.78,,si,6.11,12.78,12.78,23.89,0.0,,0.7891693,0.01168677,-0.00182547,0.01278749,0.000152132,0.00021567500000000002,0.0,0.0,0.0,0.0
96,chiller,2,ect_lwt,581.0,ton,8.44,cop,centrifugal,water,constant,energyplus,0.08,0.08,1.02,eir-f-plr,quad,0.04757,0.06814,6.11,12.78,,si,0.08,0.0,1.02,,0.0,,0.12256000000000002,0.30700069999999996,0.5712759,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,chiller,2,ect_lwt,581.0,ton,8.44,cop,centrifugal,water,constant,energyplus,0.08,0.08,1.02,cap-f-t,bi_quad,0.04757,0.06814,6.11,12.78,,si,6.11,12.78,12.78,23.89,0.0,,0.8383569,0.04716323,-0.002515385,-0.0037736030000000004,-0.0009186320000000001,0.002177057,0.0,0.0,0.0,0.0
97,chiller,2,ect_lwt,581.0,ton,9.08,cop,centrifugal,water,constant,energyplus,0.28,0.28,1.04,eir-f-t,bi_quad,0.09085000000000001,0.11356000000000001,4.44,18.33,,si,4.44,18.33,8.89,29.44,0.0,,0.6065176999999999,0.01178669,0.002098586,0.01532536,0.000675689,-0.0026298520000000002,0.0,0.0,0.0,0.0
97,chiller,2,ect_lwt,581.0,ton,9.08,cop,centrifugal,water,constant,energyplus,0.28,0.28,1.04,eir-f-plr,quad,0.09085000000000001,0.11356000000000001,4.44,18.33,,si,0.28,0.0,1.04,,0.0,,0.2173752,0.439472,0.34318129999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,chiller,2,ect_lwt,581.0,ton,9.08,cop,centrifugal,water,constant,energyplus,0.28,0.28,1.04,cap-f-t,bi_quad,0.09085000000000001,0.11356000000000001,4.44,18.33,,si,4.44,18.33,8.89,29.44,0.0,,-1.340241,0.007634284000000001,-0.003044184,0.1991327,-0.0045302400000000005,0.0027007650000000004,0.0,0.0,0.0,0.0
98,chiller,2,ect_lwt,585.0,ton,6.05,cop,centrifugal,water,constant,energyplus,0.28,0.28,1.04,eir-f-t,bi_quad,0.08322,0.09722000000000001,7.78,23.89,,si,4.44,12.78,8.89,29.44,0.0,,0.8623086,-0.058444899999999994,-0.0022847450000000004,0.02469188,-0.001022604,0.003996523,0.0,0.0,0.0,0.0
98,chiller,2,ect_lwt,585.0,ton,6.05,cop,centrifugal,water,constant,energyplus,0.28,0.28,1.04,eir-f-plr,quad,0.08322,0.09722000000000001,7.78,23.89,,si,0.28,0.0,1.04,,0.0,,0.40412739999999997,-0.3861525,0.9804493,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,chiller,2,ect_lwt,585.0,ton,6.05,cop,centrifugal,water,constant,energyplus,0.28,0.28,1.04,cap-f-t,bi_quad,0.08322,0.09722000000000001,7.78,23.89,,si,4.44,12.78,8.89,29.44,0.0,,0.7737451999999999,-0.01249478,-0.0031934190000000003,0.02110302,-0.0011884130000000001,0.0038203350000000002,0.0,0.0,0.0,0.0
99,chiller,2,ect_lwt,600.0,ton,7.15,cop,centrifugal,water,constant,energyplus,0.1,0.1,1.04,eir-f-t,bi_quad,0.060570000000000006,0.09464,7.22,23.89,,si,5.5600000000000005,12.78,8.89,29.44,0.0,,0.6270855,-0.041196540000000004,0.0013271070000000001,0.02661446,-0.00018568300000000002,0.000509494,0.0,0.0,0.0,0.0
99,chiller,2,ect_lwt,600.0,ton,7.15,cop,centrifugal,water,constant,energyplus,0.1,0.1,1.04,eir-f-plr,quad,0.060570000000000006,0.09464,7.22,23.89,,si,0.1,0.0,1.04,,0.0,,0.2469187,0.186269,0.5660904,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,chiller,2,ect_lwt,600.0,ton,7.15,cop,centrifugal,water,constant,energyplus,0.1,0.1,1.04,cap-f-t,bi_quad,0.060570000000000006,0.09464,7.22,23.89,,si,5.5600000000000005,12.78,8.89,29.44,0.0,,0.5359238,0.01785857,0.001579272,0.04522868,-0.001632172,0.0006008060000000001,0.0,0.0,0.0,0.0
100,chiller,2,ect_lwt,604.0,ton,6.03,cop,centrifugal,water,constant,energyplus,0.09,0.09,1.03,eir-f-t,bi_quad,0.05552000000000001,0.07981,8.89,23.89,,si,5.5600000000000005,12.78,8.89,29.44,0.0,,1.157799,-0.03621524,-0.0036848180000000003,-0.01202959,-7.38e-05,0.0037873650000000004,0.0,0.0,0.0,0.0
100,chiller,2,ect_lwt,604.0,ton,6.03,cop,centrifugal,water,constant,energyplus,0.09,0.09,1.03,eir-f-plr,quad,0.05552000000000001,0.07981,8.89,23.89,,si,0.09,0.0,1.03,,0.0,,0.1051419,0.2033679,0.6902026,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,chiller,2,ect_lwt,604.0,ton,6.03,cop,centrifugal,water,constant,energyplus,0.09,0.09,1.03,cap-f-t,bi_quad,0.05552000000000001,0.07981,8.89,23.89,,si,5.5600000000000005,12.78,8.89,29.44,0.0,,1.040134,-0.0174565,0.0010848560000000001,0.006629328,-0.0008008990000000001,0.001567769,0.0,0.0,0.0,0.0
101,chiller,2,ect_lwt,614.0,ton,6.85,cop,centrifugal,water,constant,energyplus,0.14,0.14,1.05,eir-f-t,bi_quad,0.07571,0.11356000000000001,6.67,26.11,,si,4.44,15.56,8.89,29.44,0.0,,0.910673,-0.00378641,-0.001084261,-0.0071482460000000005,0.00051788,1.8200000000000002e-05,0.0,0.0,0.0,0.0
101,chiller,2,ect_lwt,614.0,ton,6.85,cop,centrifugal,water,constant,energyplus,0.14,0.14,1.05,eir-f-plr,quad,0.07571,0.11356000000000001,6.67,26.11,,si,0.14,0.0,1.05,,0.0,,0.2595694,0.18896839999999998,0.551845,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,chiller,2,ect_lwt,614.0,ton,6.85,cop,centrifugal,water,constant,energyplus,0.14,0.14,1.05,cap-f-t,bi_quad,0.07571,0.11356000000000001,6.67,26.11,,si,4.44,15.56,8.89,29.44,0.0,,0.6322234999999999,0.015539540000000001,-0.00914977,0.052842890000000003,-0.002818835,0.007074096,0.0,0.0,0.0,0.0
102,chiller,2,ect_lwt,621.0,ton,6.78,cop,centrifugal,water,constant,energyplus,0.09,0.09,1.01,eir-f-t,bi_quad,0.048830000000000005,0.05142000000000001,7.78,23.89,,si,5.5600000000000005,18.33,10.0,23.89,0.0,,0.8877946999999999,-0.01334886,0.0016895810000000001,-0.00159971,0.0007884950000000001,-0.0015849,0.0,0.0,0.0,0.0
102,chiller,2,ect_lwt,621.0,ton,6.78,cop,centrifugal,water,constant,energyplus,0.09,0.09,1.01,eir-f-plr,quad,0.048830000000000005,0.05142000000000001,7.78,23.89,,si,0.09,0.0,1.01,,0.0,,0.08942647000000001,0.524954,0.3850801,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,chiller,2,ect_lwt,621.0,ton,6.78,cop,centrifugal,water,constant,energyplus,0.09,0.09,1.01,cap-f-t,bi_quad,0.048830000000000005,0.05142000000000001,7.78,23.89,,si,5.5600000000000005,18.33,10.0,23.89,0.0,,1.2356800000000001,0.022135270000000002,-0.0017701860000000002,-0.01131594,-0.00050087,0.001356522,0.0,0.0,0.0,0.0
103,chiller,2,ect_lwt,626.0,ton,6.69,cop,centrifugal,water,constant,energyplus,0.14,0.14,1.05,eir-f-t,bi_quad,0.07571,0.11356000000000001,6.67,26.11,,si,4.44,15.56,8.89,29.44,0.0,,0.8234136999999999,0.01308264,-0.0011478060000000001,-0.004071161,0.0005220870000000001,-0.00063125,0.0,0.0,0.0,0.0
103,chiller,2,ect_lwt,626.0,ton,6.69,cop,centrifugal,water,constant,energyplus,0.14,0.14,1.05,eir-f-plr,quad,0.07571,0.11356000000000001,6.67,26.11,,si,0.14,0.0,1.05,,0.0,,0.2653493,0.144462,0.5911158,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,chiller,2,ect_lwt,626.0,ton,6.69,cop,centrifugal,water,constant,energyplus,0.14,0.14,1.05,cap-f-t,bi_quad,0.07571,0.11356000000000001,6.67,26.11,,si,4.44,15.56,8.89,29.44,0.0,,0.5474968,-0.004800356,-0.006845886000000001,0.06302552,-0.002911528,0.00659869,0.0,0.0,0.0,0.0
104,chiller,2,ect_lwt,635.0,ton,9.54,cop,centrifugal,water,variable,energyplus,0.1,0.1,1.04,eir-f-t,bi_quad,0.06214000000000001,0.1164,5.5600000000000005,12.78,,si,5.5600000000000005,12.78,8.89,29.44,0.0,,0.7145541,-0.01074745,-0.001010204,0.03081188,0.00010612000000000001,-0.000432536,0.0,0.0,0.0,0.0
104,chiller,2,ect_lwt,635.0,ton,9.54,cop,centrifugal,water,variable,energyplus,0.1,0.1,1.04,eir-f-plr,quad,0.06214000000000001,0.1164,5.5600000000000005,12.78,,si,0.1,0.0,1.04,,0.0,,0.07308728,0.1513521,0.7709311,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,chiller,2,ect_lwt,635.0,ton,9.54,cop,centrifugal,water,variable,energyplus,0.1,0.1,1.04,cap-f-t,bi_quad,0.06214000000000001,0.1164,5.5600000000000005,12.78,,si,5.5600000000000005,12.78,8.89,29.44,0.0,,0.7139071,-0.04174477,0.005188589,0.0435054,-0.0016320050000000002,0.0009364590000000001,0.0,0.0,0.0,0.0
105,chiller,2,ect_lwt,635.0,ton,9.54,cop,centrifugal,water,variable,energyplus,0.1,0.1,1.04,eir-f-t,bi_quad,0.061070000000000006,0.11451000000000001,5.5600000000000005,12.78,,si,5.5600000000000005,12.78,8.89,29.44,0.0,,0.7563409,-0.01966623,-0.000392749,0.02973607,0.000129923,-0.000432536,0.0,0.0,0.0,0.0
105,chiller,2,ect_lwt,635.0,ton,9.54,cop,centrifugal,water,variable,energyplus,0.1,0.1,1.04,eir-f-plr,quad,0.061070000000000006,0.11451000000000001,5.5600000000000005,12.78,,si,0.1,0.0,1.04,,0.0,,0.06917141,0.17433389999999999,0.7524059,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,chiller,2,ect_lwt,635.0,ton,9.54,cop,centrifugal,water,variable,energyplus,0.1,0.1,1.04,cap-f-t,bi_quad,0.061070000000000006,0.11451000000000001,5.5600000000000005,12.78,,si,5.5600000000000005,12.78,8.89,29.44,0.0,,0.7585740999999999,-0.051278290000000004,0.0058486020000000005,0.04235544,-0.001606561,0.0009364590000000001,0.0,0.0,0.0,0.0
106,chiller,2,ect_lwt,636.0,ton,6.41,cop,centrifugal,water,constant,energyplus,0.13,0.13,1.01,eir-f-t,bi_quad,0.07571,0.11356000000000001,6.67,26.11,,si,4.44,15.56,8.89,29.44,0.0,,0.856795,0.003354557,0.0010479010000000002,-0.0052172500000000005,0.000656531,-0.00136174,0.0,0.0,0.0,0.0
106,chiller,2,ect_lwt,636.0,ton,6.41,cop,centrifugal,water,constant,energyplus,0.13,0.13,1.01,eir-f-plr,quad,0.07571,0.11356000000000001,6.67,26.11,,si,0.13,0.0,1.01,,0.0,,0.2605354,0.2125571,0.5269144,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,chiller,2,ect_lwt,636.0,ton,6.41,cop,centrifugal,water,constant,energyplus,0.13,0.13,1.01,cap-f-t,bi_quad,0.07571,0.11356000000000001,6.67,26.11,,si,4.44,15.56,8.89,29.44,0.0,,0.689971,-0.001413334,-0.0011093230000000002,0.0407812,-0.001785625,0.0029778210000000003,0.0,0.0,0.0,0.0
107,chiller,2,ect_lwt,647.0,ton,6.32,cop,centrifugal,water,constant,energyplus,0.13,0.13,1.02,eir-f-t,bi_quad,0.07571,0.11356000000000001,6.67,26.11,,si,4.44,12.78,8.89,29.44,0.0,,0.8326093999999999,-0.0060566150000000004,-0.00030166300000000003,-0.002498578,0.000493336,-0.000312563,0.0,0.0,0.0,0.0
107,chiller,2,ect_lwt,647.0,ton,6.32,cop,centrifugal,water,constant,energyplus,0.13,0.13,1.02,eir-f-plr,quad,0.07571,0.11356000000000001,6.67,26.11,,si,0.13,0.0,1.03,,0.0,,0.27354849999999997,0.2163041,0.5099054,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,chiller,2,ect_lwt,647.0,ton,6.32,cop,centrifugal,water,constant,energyplus,0.13,0.13,1.02,cap-f-t,bi_quad,0.07571,0.11356000000000001,6.67,26.11,,si,4.44,12.78,8.89,29.44,0.0,,1.034673,-0.010910640000000001,0.0009019480000000001,0.009686229000000001,-0.0009160780000000001,0.002045641,0.0,0.0,0.0,0.0
108,chiller,2,ect_lwt,654.0,ton,8.1,cop,centrifugal,water,constant,energyplus,0.23,0.23,1.02,eir-f-t,bi_quad,0.07571,0.09085000000000001,4.44,12.78,,si,4.44,12.78,8.89,29.44,0.0,,0.7178121,0.006561784,8.19e-06,0.02319141,-1.7599999999999999e-06,-0.0008834410000000001,0.0,0.0,0.0,0.0
108,chiller,2,ect_lwt,654.0,ton,8.1,cop,centrifugal,water,constant,energyplus,0.23,0.23,1.02,eir-f-plr,quad,0.07571,0.09085000000000001,4.44,12.78,,si,0.23,0.0,1.02,,0.0,,0.11613989999999999,0.43473439999999997,0.448638,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,chiller,2,ect_lwt,654.0,ton,8.1,cop,centrifugal,water,constant,energyplus,0.23,0.23,1.02,cap-f-t,bi_quad,0.07571,0.09085000000000001,4.44,12.78,,si,4.44,12.78,8.89,29.44,0.0,,0.6268136999999999,0.039209020000000004,-0.000547588,0.03072669,-0.001474615,0.000857778,0.0,0.0,0.0,0.0
109,chiller,2,ect_lwt,659.0,ton,6.33,cop,centrifugal,water,variable,energyplus,0.1,0.1,1.04,eir-f-t,bi_quad,0.09085000000000001,0.11356000000000001,5.5600000000000005,29.44,,si,4.44,12.78,8.89,29.44,0.0,,0.35023299999999996,-0.0230151,0.00057496,0.01902421,0.00031099700000000003,-0.000471452,0.0,0.0,0.0,0.0
109,chiller,2,ect_lwt,659.0,ton,6.33,cop,centrifugal,water,variable,energyplus,0.1,0.1,1.04,eir-f-plr,quad,0.09085000000000001,0.11356000000000001,5.5600000000000005,29.44,,si,0.1,0.0,1.04,,0.0,,0.09861441,0.5297727,0.37072289999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,chiller,2,ect_lwt,659.0,ton,6.33,cop,centrifugal,water,variable,energyplus,0.1,0.1,1.04,cap-f-t,bi_quad,0.09085000000000001,0.11356000000000001,5.5600000000000005,29.44,,si,4.44,12.78,8.89,29.44,0.0,,0.7277716,0.01018101,-0.000628244,0.01337701,-0.000505035,0.001527259,0.0,0.0,0.0,0.0
110,chiller,2,ect_lwt,680.0,ton,6.77,cop,centrifugal,water,constant,energyplus,0.2,0.2,1.02,eir-f-t,bi_quad,0.06858,0.08460000000000001,7.22,23.89,,si,6.67,12.78,12.22,23.89,0.0,,0.6266646,-0.02367443,0.00040313,0.02827714,-0.00019852400000000003,-0.000147026,0.0,0.0,0.0,0.0
110,chiller,2,ect_lwt,680.0,ton,6.77,cop,centrifugal,water,constant,energyplus,0.2,0.2,1.02,eir-f-plr,quad,0.06858,0.08460000000000001,7.22,23.89,,si,0.2,0.0,1.02,,0.0,,0.3036386,0.252485,0.4429285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,chiller,2,ect_lwt,680.0,ton,6.77,cop,centrifugal,water,constant,energyplus,0.2,0.2,1.02,cap-f-t,bi_quad,0.06858,0.08460000000000001,7.22,23.89,,si,6.67,12.78,12.22,23.89,0.0,,0.3676388,-0.0508768,-0.001772675,0.09518123,-0.0034038780000000004,0.004526983,0.0,0.0,0.0,0.0
111,chiller,2,ect_lwt,680.0,ton,6.44,cop,centrifugal,water,variable,energyplus,0.2,0.2,1.02,eir-f-t,bi_quad,0.06858,0.08460000000000001,7.22,23.89,,si,6.67,12.78,12.22,23.89,0.0,,0.6230142,-0.02371649,0.000399627,0.02874515,-0.00021151,-0.000152619,0.0,0.0,0.0,0.0
111,chiller,2,ect_lwt,680.0,ton,6.44,cop,centrifugal,water,variable,energyplus,0.2,0.2,1.02,eir-f-plr,quad,0.06858,0.08460000000000001,7.22,23.89,,si,0.2,0.0,1.02,,0.0,,0.09774812000000001,0.24901109999999999,0.6539378,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,chiller,2,ect_lwt,680.0,ton,6.44,cop,centrifugal,water,variable,energyplus,0.2,0.2,1.02,cap-f-t,bi_quad,0.06858,0.08460000000000001,7.22,23.89,,si,6.67,12.78,12.22,23.89,0.0,,0.3676388,-0.0508768,-0.001772675,0.09518123,-0.0034038780000000004,0.004526983,0.0,0.0,0.0,0.0
112,chiller,2,ect_lwt,686.0,ton,5.58,cop,centrifugal,water,constant,energyplus,0.12,0.12,1.01,eir-f-t,bi_quad,0.09085000000000001,0.11356000000000001,6.67,26.11,,si,4.44,15.56,8.89,29.44,0.0,,0.4626807,-0.02305674,0.0011691260000000001,0.03431185,-0.00033969400000000003,-7.38e-05,0.0,0.0,0.0,0.0
112,chiller,2,ect_lwt,686.0,ton,5.58,cop,centrifugal,water,constant,energyplus,0.12,0.12,1.01,eir-f-plr,quad,0.09085000000000001,0.11356000000000001,6.67,26.11,,si,0.12,0.0,1.01,,0.0,,0.24724269999999998,0.7531481,0.000864362,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,chiller,2,ect_lwt,686.0,ton,5.58,cop,centrifugal,water,constant,energyplus,0.12,0.12,1.01,cap-f-t,bi_quad,0.09085000000000001,0.11356000000000001,6.67,26.11,,si,4.44,15.56,8.89,29.44,0.0,,0.7473816999999999,0.008069214,8.43e-05,0.01925706,-0.000750578,0.0011745260000000002,0.0,0.0,0.0,0.0
113,chiller,2,ect_lwt,700.0,ton,6.67,cop,centrifugal,water,constant,energyplus,0.1,0.1,1.02,eir-f-t,bi_quad,0.07066,0.10157000000000001,5.5600000000000005,22.78,,si,5.5600000000000005,12.78,8.89,23.89,0.0,,0.5462893,0.02854651,-0.005770782,0.01634571,-0.00026453100000000003,0.002138325,0.0,0.0,0.0,0.0
113,chiller,2,ect_lwt,700.0,ton,6.67,cop,centrifugal,water,constant,energyplus,0.1,0.1,1.02,eir-f-plr,quad,0.07066,0.10157000000000001,5.5600000000000005,22.78,,si,0.1,0.0,1.02,,0.0,,0.09222135000000001,0.583098,0.3250019,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,chiller,2,ect_lwt,700.0,ton,6.67,cop,centrifugal,water,constant,energyplus,0.1,0.1,1.02,cap-f-t,bi_quad,0.07066,0.10157000000000001,5.5600000000000005,22.78,,si,5.5600000000000005,12.78,8.89,23.89,0.0,,0.9561527,0.057420000000000006,-0.004868087,0.017995070000000002,-0.001793848,0.0031941860000000003,0.0,0.0,0.0,0.0
114,chiller,2,ect_lwt,730.0,ton,11.77,cop,centrifugal,water,variable,energyplus,0.11,0.11,1.04,eir-f-t,bi_quad,0.12113000000000002,0.15142,4.44,12.78,,si,4.44,12.78,8.89,29.44,0.0,,0.45619899999999997,-0.03333063,-0.0017635760000000002,0.056245199999999995,-8.54e-05,0.00035676,0.0,0.0,0.0,0.0
114,chiller,2,ect_lwt,730.0,ton,11.77,cop,centrifugal,water,variable,energyplus,0.11,0.11,1.04,eir-f-plr,quad,0.12113000000000002,0.15142,4.44,12.78,,si,0.11,0.0,1.04,,0.0,,0.10394189999999999,0.41849749999999997,0.477421,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,chiller,2,ect_lwt,730.0,ton,11.77,cop,centrifugal,water,variable,energyplus,0.11,0.11,1.04,cap-f-t,bi_quad,0.12113000000000002,0.15142,4.44,12.78,,si,4.44,12.78,8.89,29.44,0.0,,0.4549428,0.02748161,-0.004298342,0.04363928,-0.001352509,0.002964225,0.0,0.0,0.0,0.0
115,chiller,2,ect_lwt,788.0,ton,6.84,cop,centrifugal,water,variable,energyplus,0.2,0.2,1.02,eir-f-t,bi_quad,0.10094,0.15142,5.5600000000000005,23.89,,si,4.44,12.78,8.89,29.44,0.0,,0.7203736,0.010304599999999999,-0.0007854240000000001,-0.001206349,0.0008210060000000001,-0.0014554140000000001,0.0,0.0,0.0,0.0
115,chiller,2,ect_lwt,788.0,ton,6.84,cop,centrifugal,water,variable,energyplus,0.2,0.2,1.02,eir-f-plr,quad,0.10094,0.15142,5.5600000000000005,23.89,,si,0.2,0.0,1.02,,0.0,,0.08653354,0.17373819999999998,0.7403679,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,chiller,2,ect_lwt,788.0,ton,6.84,cop,centrifugal,water,variable,energyplus,0.2,0.2,1.02,cap-f-t,bi_quad,0.10094,0.15142,5.5600000000000005,23.89,,si,4.44,12.78,8.89,29.44,0.0,,0.7734285999999999,0.04848829,-0.0018592090000000001,0.02611971,-0.0012435620000000001,0.000721018,0.0,0.0,0.0,0.0
